"journal_title","item_cnt"
Vocational and Technical Education,1
Vojnosanitetski pregled,1
Volksgeist Jurnal Ilmu Hukum dan Konstitusi,1
VOLUNTAS International Journal of Voluntary and Nonprofit Organizations,1
Vorträge und Forschungen,1
Vox Patrum,6
Vox Sanguinis,2
V&R unipress eBooks,100
VS Verlag für Sozialwissenschaften eBooks,1046
Wallstein Verlag eBooks,1
"War, culture and society, 1750-1850",2
Wärme- und Stoffübertragung,2
Wasser: Ökologie und Bewirtschaftung/Wasser: Ökologie und Bewirtschaftung,1
Wasser und Abfall,1
WASSERWIRTSCHAFT,2
Water History,2
Water International,2
Weather,1
Webbia,1
Welding in the World,1
West European Politics,11
WFT. Werkstoff-Forschung und -Technik,1
Wiadomości Archeologiczne,1
Wiadomości Lekarskie,1
Wiadomości Ubezpieczeniowe,3
Wiener klinische Wochenschrift,3
Wiener Kolloquien zur Antiken Rechtsgeschichte,1
Wildlife Society Bulletin,2
Wiley-Blackwell eBooks,1
Wiley eBooks,1
Wiley Encyclopedia of Biomedical Engineering,1
Wirtschaftsdienst,6
WIRTSCHAFTSINFORMATIK,3
Wirtschaftswissenschaftliche Beiträge,7
"Wissen, Kommunikation und Gesellschaft",1
WiSt - Wirtschaftswissenschaftliches Studium,1
WiWi klipp & klar,1
WMU studies in maritime affairs,1
Women s Studies International Forum,1
Word & Image,1
Work Employment and Society,1
Working Paper Series,1
Work Organisation Labour & Globalisation,2
World Archaeology,3
World Economic Research,1
World Economy and International Relations,2
"World histories of crime, culture and violence",4
World in transition,1
World Science,1
World Trade Review,1
Writings in Romance-Germanic Philology,1
Wroclaw Review of Law Administration & Economics,8
WSI-Mitteilungen,4
wt Werkstattstechnik online,1
Württembergisch Franken,1
Wydawnictwo Uniwersytetu Łódzkiego eBooks,6
Xtexte,1
YAKUGAKU ZASSHI,1
Yearbook of Antitrust and Regulatory Studies,1
Yearbook of international humanitarian law,3
Yearbook of the Law Department,1
Yearly journal of scientific articles “Pravova derzhava”,1
Yıldırım Beyazıt Hukuk Dergisi,4
YSEC yearbook of socio-economic constitutions,10
Yuridika,1
Yüzüncü Yıl Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,1
ZAMM ‐ Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,3
Zapiski Historyczne,5
Zarządzanie Publiczne / Uniwersytet Ekonomiczny w Krakowie,1
Zbornik Pravnog fakulteta Sveučilišta u Rijeci,6
Zbornik Pravnog fakulteta u Zagrebu,16
Zbornik radova Pravnog fakulteta Nis,11
Zbornik radova Pravnog fakulteta Novi Sad,26
Zbornik radova Pravnog fakulteta u Splitu,5
Zbornik radova Vizantoloskog instituta,1
Zbornik znanstvenih razprav,4
ZDfm – Zeitschrift für Diversitätsforschung und -management,2
Zeitschrift für allgemeine Mikrobiologie,12
Zeitschrift für Angewandte Entomologie,3
Zeitschrift für anorganische Chemie,2
Zeitschrift für anorganische und allgemeine Chemie,34
Zeitschrift für Arbeitswissenschaft,1
Zeitschrift für Außen- und Sicherheitspolitik,9
Zeitschrift für Chemie,31
Zeitschrift für das gesamte Genossenschaftswesen,6
Zeitschrift für Didaktik der Rechtswissenschaft,5
Zeitschrift für die Gesamte Experimentelle Medizin,43
Zeitschrift für Die Gesamte Experimentelle Medizin,6
Zeitschrift für die gesamte Neurologie und Psychiatrie,42
Zeitschrift für die gesamte Versicherungswissenschaft,13
Zeitschrift für Elektrochemie Berichte der Bunsengesellschaft für physikalische Chemie,3
Zeitschrift für Elektrochemie und angewandte physikalische Chemie,10
Zeitschrift für Energiewirtschaft,1
Zeitschrift für Epileptologie,1
Zeitschrift für Ernährungswissenschaft,4
Zeitschrift für Erziehungswissenschaft,2
Zeitschrift für erziehungswissenschaftliche Migrationsforschung (ZeM),1
Zeitschrift für Ethik und Moralphilosophie,1
Zeitschrift für europarechtliche Studien,3
Zeitschrift für Evidenz Fortbildung und Qualität im Gesundheitswesen,3
Zeitschrift für Experimentelle Pathologie und Therapie,1
Zeitschrift für Friedens- und Konfliktforschung,5
Zeitschrift für Gerontologie und Geriatrie,2
Zeitschrift für Grundschulforschung,1
Zeitschrift für Herz- Thorax- und Gefäßchirurgie,5
Zeitschrift für Historische Forschung,6
Zeitschrift für Immunitaetsforschung Experimentelle und Klinische Immunologie,1
Zeitschrift f\ ur Jagdwissenschaft,11
Zeitschrift für Katalanistik,1
Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie,2
Zeitschrift für Klein- und Mittelunternehmen/Zeitschrift für KMU und Entrepreneurship,2
Zeitschrift für Krebsforschung,1
Zeitschrift für Krebsforschung und Klinische Onkologie,3
Zeitschrift für Lebensmittel-Untersuchung und -Forschung,18
Zeitschrift für Lebensrecht,6
Zeitschrift für Literaturwissenschaft und Linguistik,23
Zeitschrift für Management,1
Zeitschrift für Morphologie der Tiere,1
Zeitschrift für Morphologie und Ökologie der Tiere,5
Zeitschrift für Naturforschung A,3
Zeitschrift für Naturforschung B,2
Zeitschrift für Neuropsychologie,2
Zeitschrift für öffentliches Recht,3
Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen,5
Zeitschrift für Parasitenkunde Parasitology Research,2
Zeitschrift für Parlamentsfragen,4
Zeitschrift für Pflanzenernährung und Bodenkunde,5
Zeitschrift für philosophische Literatur,1
Zeitschrift für Physik,1
Zeitschrift für Physik A Atoms and Nuclei,4
Zeitschrift für Physik A Hadrons and Nuclei,1
Zeitschrift für Physik B Condensed Matter,2
Zeitschrift für Physik C,2
Zeitschrift für Planung & Unternehmenssteuerung,6
Zeitschrift für Politik,2
Zeitschrift für Politikwissenschaft,23
Zeitschrift für Praktische Philosophie,2
Zeitschrift für Psychodrama und Soziometrie,1
Zeitschrift für Rechtsmedizin,12
Zeitschrift für Rechtssoziologie,26
Zeitschrift für Religion Gesellschaft und Politik,8
Zeitschrift für Rheumatologie,1
Zeitschrift für romanische Philologie (ZrP),4
Zeitschrift für Sexualforschung,2
Zeitschrift für Sozialreform,5
Zeitschrift für Soziologie,6
Zeitschrift für Sportpsychologie,1
Zeitschrift für Staats- und Europawissenschaften,2
Zeitschrift für Tierphysiologie Tierernährung und Futtermittelkunde,23
Zeitschrift für Tierpsychologie,4
Zeitschrift für Tierzüchtung und Züchtungsbiologie,6
Zeitschrift für Tourismuswissenschaft,1
Zeitschrift für Verbraucherpolitik,1
Zeitschrift für Vergleichende Politikwissenschaft,9
Zeitschrift für Weiterbildungsforschung,1
Zeitschrift für wirtschaftlichen Fabrikbetrieb,2
Zeitschrift für Wirtschaftspolitik,5
Zeitschrift für Wirtschafts- und Unternehmensethik,4
Zeitschrift für Zellforschung und Mikroskopische Anatomie,2
Zentralblatt für Arbeitsmedizin Arbeitsschutz und Ergonomie,3
Zentralblatt für Bakteriologie Mikrobiologie und Hygiene 1 Abt Originale A Medizinische Mikrobiologie Infektionskrankheiten und Parasitologie,1
Zentralblatt für Bakteriologie Mikrobiologie und Hygiene Series A Medical Microbiology Infectious Diseases Virology Parasitology,1
Zentralblatt für Chirurgie - Zeitschrift für Allgemeine Viszeral- Thorax- und Gefäßchirurgie,1
Zentralblatt für Veterinärmedizin,4
Zentralblatt für Veterinärmedizin Reihe A,17
Zentralblatt für Veterinärmedizin Reihe B,31
Zeolites,2
ZEP – Zeitschrift für internationale Bildungsforschung und Entwicklungspädagogik,2
Zeszyty Naukowe Katolickiego Uniwersytetu Lubelskiego Jana Pawła II,1
Zeszyty Naukowe Państwowej Wyższej Szkoły Zawodowej im. Witelona w Legnicy,1
Zeszyty Naukowe Polskiego Towarzystwa Ekonomicznego w Zielonej Górze,1
Zeszyty Naukowe / Uniwersytet Ekonomiczny w Krakowie,1
Zeszyty Naukowe / Wyższa Szkoła Oficerska Wojsk Lądowych im. gen. T. Kościuszki,1
Zeszyty Naukowe Wyższej Szkoły Finansów i Prawa w Bielsku-Białej,1
Zeszyty Prawnicze,31
Zeszyty Prawnicze Biura Analiz Sejmowych,5
Zeszyty Teoretyczne Rachunkowości,1
ZfbF-Sonderheft,1
ZFW – Advances in Economic Geography,1
ZIB,3
Zoological Journal of the Linnean Society,1
ZPTh – Zeitschrift für Politische Theorie,17
ZQF – Zeitschrift für Qualitative Forschung,1
Zusammenarbeit von Klinik und klinischer Chemie,1
Επιθεώρηση Κοινωνικών Ερευνών,1
Актуальні проблеми держави і права,1
Античная древность и средние века,1
Археология Евразийских степей,1
БАЛКАНСКЕ СИНТЕЗЕ,1
«Вестник Атырауского университета имени Халела Досмухамедова»,1
Вестник Пермского университета История,1
Вестник Пермского университета Юридические науки,5
"«Вісник ЖДТУ»: Економіка, управління та адміністрування",1
Вісник Луганського державного університету внутрішніх справ імені Е О Дідоренка,1
Вісник Пенітенціарної асоціації України,1
ГОДИШЊАК ПРАВНОГ ФАКУЛТЕТА У ИСТОЧНОМ САРАЈЕВУ,1
Журнал Экспериментальной и Теоретической Физики,1
Известия Русского географического общества,1
Историјски часопис,3
Київський юридичний журнал,1
ПОЛИТЕИА,1
Право и политика,1
Право України,2
Проблеми сучасних трансформацій Серія право публічне управління та адміністрування,1
Русская филология Вестник ХНПУ имени Г С Сковороды,1
СИНЕЗА,1
Средние века,5
Теория и практика общественного развития,1
Цифрова економіка та економічна безпека,1
Գրականագիտական հանդես=Literary Journal,1
Դատական իշխանություն / Judicial Power,3
Մերձավոր Արևելք Պատմություն քաղաքականություն մշակույթ,1
Օրինականություն / Legality,1
المجلة الدولية للفقه والقضاء والتشريع,1
法哲学年報,3
生命倫理,1
自然资源学报,11
