"id","issn_l","issn","display_name","type"
S4210168287,"1594-9982","[""1594-9982"", ""1826-9877"", ""2037-4895""]",Il Nuovo cimento della Società italiana di fisica. B/Il Nuovo cimento B,journal
S51065943,"1437-4781","[""1437-4781"", ""1439-0329""]",Forest Pathology,journal
S140847651,"1828-0447","[""1828-0447"", ""1970-9366""]",Internal and Emergency Medicine,journal
S83145862,"0018-2702","[""0018-2702"", ""1527-1919""]",History of Political Economy,journal
S113184965,"0163-9625","[""0163-9625"", ""1521-0456""]",Deviant Behavior,journal
S112294809,"1551-3777","[""1551-3777"", ""1551-3793""]",Integrated Environmental Assessment and Management,journal
S79567042,"0959-289X","[""0959-289X"", ""1532-3374""]",International Journal of Obstetric Anesthesia,journal
S4210187187,"0015-038X","[""0015-038X"", ""0367-3278"", ""0367-2107"", ""0931-5985"", ""1521-4133""]",Fette Seifen Anstrichmittel,journal
S4210229833,"0174-7398","[""0174-7398""]",Virchows Archiv A Pathological Anatomy and Histopathology,journal
S4210187851,"0962-8444","[""0962-8444"", ""2053-9177""]",Proceedings of the Royal Society of London Series A Mathematical and Physical Sciences,journal
S176974017,"0016-8831","[""0016-8831"", ""1756-1183""]",The German Quarterly,journal
S187533064,"0734-0664","[""0734-0664"", ""1741-2358""]",Gerodontology,journal
S129597367,"0003-2417","[""0003-2417"", ""1432-055X""]",Der Anaesthesist,journal
S82119083,"0026-7961","[""0026-7961"", ""1468-2230""]",Modern Law Review,journal
S4306463104,,"[]",Deutscher Universitätsverlag eBooks,ebook platform
S135297974,"0001-6993","[""0001-6993"", ""1502-3869""]",Acta Sociologica,journal
S22989841,"0073-8077","[""0073-8077"", ""1934-4716""]",Inorganic syntheses,book series
S74917840,"0270-2592","[""0270-2592"", ""1475-6803""]",The Journal of Financial Research,journal
S76034454,"0303-4240","[""0303-4240"", ""1617-5786""]","Reviews of physiology, biochemistry and pharmacology",book series
S147547362,"1475-1461","[""1475-1461"", ""1475-147X""]",Socio-Economic Review,journal
S2765046590,"1911-2017","[""1911-2017"", ""1911-2025""]",Asian Social Science,journal
S4306478302,,"[]",ProQuest LLC eBooks,ebook platform
S179102905,"0892-7936","[""0892-7936"", ""1753-0377""]",Anthrozoös,journal
S67602703,"0079-6379","[""0079-6379"", ""1934-483X""]",Progress in inorganic chemistry,book series
S29411750,"0017-257X","[""0017-257X"", ""1477-7053""]",Government and Opposition,journal
S33447932,"1546-9239","[""1546-9239"", ""1554-3641""]",American Journal of Applied Sciences,journal
S36438966,"1210-5759","[""1210-5759"", ""1802-8829""]",European Journal of Entomology,journal
S16140064,"0020-8523","[""0020-8523"", ""1461-7226""]",International Review of Administrative Sciences,journal
S4210188091,"2193-7192","[""2193-7192"", ""2193-7206""]",Journal of Ornithology,journal
S69458508,"1049-0078","[""1049-0078"", ""1873-7927""]",Journal of Asian Economics,journal
S102349131,"0025-7273","[""0025-7273"", ""2048-8343""]",Medical History,journal
S59607649,"0023-8791","[""0023-8791"", ""1542-4278""]",Latin American Research Review,journal
S195337790,"0931-1793","[""0931-1793"", ""1439-0450""]",Journal of Veterinary Medicine Series B,journal
S87681011,"0954-0962","[""0954-0962"", ""1467-9302""]",Public Money & Management,journal
S4210217077,"0165-7763","[""0165-7763""]",Studies in language companion series,book series
S1255940,"1591-8890","[""1591-8890"", ""1591-9528""]",Clinical and Experimental Medicine,journal
S195680251,"0008-4239","[""0008-4239"", ""1744-9324""]",Canadian Journal of Political Science,journal
S76906069,"0143-814X","[""0143-814X"", ""1469-7815""]",Journal of Public Policy,journal
S19375554,"1522-7235","[""1522-7235"", ""1522-7243""]",Luminescence,journal
S74180279,"1526-3800","[""1526-3800"", ""1536-0091""]",Global Environmental Politics,journal
S4210197340,"0044-5983","[""0044-5983"", ""1365-2001""]",Acta Botanica Neerlandica,journal
S4210181867,"0025-5432","[""0025-5432""]",Matériaux et Constructions,journal
S996012213,"1076-8971","[""1076-8971"", ""1939-1528""]",Psychology Public Policy and Law,journal
S90384600,"0013-1725","[""0013-1725"", ""1938-8098""]",The Educational Forum,journal
S126256729,"1323-3580","[""1323-3580"", ""1448-6083""]",Publications of the Astronomical Society of Australia,journal
S4210230940,"0929-7316","[""0929-7316""]",Benjamins translation library,book series
S82954977,"0037-9646","[""0037-9646""]",Bulletin des Sociétés Chimiques Belges,journal
S150404214,"0043-5325","[""0043-5325"", ""1613-7671""]",Wiener klinische Wochenschrift,journal
S4210219819,"0720-678X","[""0720-678X"", ""2365-0672""]",Springer series in information sciences,book series
S27428843,"0951-5089","[""0951-5089"", ""1465-394X""]",Philosophical Psychology,journal
S127459061,"0165-0750","[""0165-0750"", ""1875-8320""]",Common Market Law Review,journal
S4210183893,"2573-0142","[""2573-0142""]",Proceedings of the ACM on Human-Computer Interaction,journal
S100176667,"1751-9020","[""1751-9020""]",Sociology Compass,journal
S112262039,"0942-4962","[""0942-4962"", ""1432-1882""]",Multimedia Systems,journal
S174347092,"0017-8470","[""0017-8470"", ""1432-1173""]",Der Hautarzt,journal
S157748989,"0034-4877","[""0034-4877"", ""1879-0674""]",Reports on Mathematical Physics,journal
S11051793,"0021-8375","[""0021-8375"", ""1439-0361""]",Journal of Ornithology,journal
S46260470,"1068-316X","[""1068-316X"", ""1477-2744""]",Psychology Crime and Law,journal
S96498347,"0009-837X","[""0009-837X"", ""1546-072X""]",Classical Philology,journal
S188415705,"0026-749X","[""0026-749X"", ""1469-8099""]",Modern Asian Studies,journal
S4210225164,"0009-4722","[""0009-4722"", ""1433-0385""]",Der Chirurg,journal
S95433592,"0090-4481","[""0090-4481"", ""1938-2359""]",Pediatric Annals,journal
S168463200,"1362-1025","[""1362-1025"", ""1469-3593""]",Citizenship Studies,journal
S160346394,"0267-3649","[""0267-3649"", ""1873-6734""]",Computer Law & Security Review,journal
S148639273,"0020-7144","[""0020-7144"", ""1744-5183""]",International Journal of Clinical and Experimental Hypnosis,journal
S64594800,"0020-8566","[""0020-8566"", ""1573-0638""]",International Review of Education,journal
S139143312,"0395-2649","[""0395-2649"", ""1953-8146""]",Annales Histoire Sciences Sociales,journal
S9300723,"1362-4806","[""1362-4806"", ""1461-7439""]",Theoretical Criminology,journal
S4210187040,"0370-0089","[""0370-0089""]",Proceedings / Indian Academy of Sciences,journal
S4210190806,"0365-9631","[""0365-9631""]",Berichte der Deutschen Botanischen Gesellschaft,journal
S114076160,"0957-1787","[""0957-1787"", ""1878-4356""]",Utilities Policy,journal
S67398210,"1465-1165","[""1465-1165"", ""1741-2757""]",European Union Politics,journal
S48230929,"0730-6679","[""0730-6679"", ""1098-2329""]",Advances in Polymer Technology,journal
S4210207146,"0044-3263","[""0044-3263""]",Zeitschrift für Pflanzenernährung und Bodenkunde,journal
S132495599,"1368-4310","[""1368-4310"", ""1461-7137""]",European Journal of Social Theory,journal
S10107356,"1752-928X","[""1752-928X"", ""1878-7487""]",Journal of Forensic and Legal Medicine,journal
S109655379,"1381-1118","[""1381-1118"", ""1573-8159"", ""1543-6136""]",Archives of Suicide Research,journal
S138104288,"0263-0346","[""0263-0346"", ""1469-803X""]",Laser and Particle Beams,journal
S111525073,"0029-6465","[""0029-6465"", ""1558-1357""]",Nursing Clinics of North America,journal
S17537316,"1472-6939","[""1472-6939""]",BMC Medical Ethics,journal
S101014958,"0078-6209","[""0078-6209"", ""2333-3553""]",Organic Syntheses,journal
S102436923,"1384-1076","[""1384-1076"", ""1384-1092""]",New Astronomy,journal
S4210228690,"0037-9859","[""0037-9859"", ""2056-5267""]",Journal of the Society of Dyers and Colourists,journal
S23246025,"1363-3589","[""1363-3589"", ""1479-1889""]",Corporate Reputation Review,journal
S2764743818,"2352-409X","[""2352-409X"", ""2352-4103""]",Journal of Archaeological Science Reports,journal
S144933889,"0931-184X","[""0931-184X"", ""1439-0442""]",Journal of Veterinary Medicine Series A,journal
S2764845328,"0076-6941","[""0076-6941"", ""1934-4325""]",Methods of biochemical analysis,book series
S182186474,"0449-2994","[""0449-2994"", ""1935-3065""]",Journal of Polymer Science Part C Polymer Symposia,journal
S4210218336,"0044-2240","[""0044-2240""]",Zeitschrift für Angewandte Entomologie,journal
S126499095,"0969-7764","[""0969-7764"", ""1461-7145""]",European Urban and Regional Studies,journal
S2485448675,"2042-8898","[""2042-8898"", ""2042-8901""]",Interface Focus,journal
S121409115,"0144-8188","[""0144-8188"", ""1873-6394""]",International Review of Law and Economics,journal
S6775291,"1050-6926","[""1050-6926"", ""1559-002X""]",Journal of Geometric Analysis,journal
S15526297,"0036-0244","[""0036-0244"", ""1531-863X""]",Russian Journal of Physical Chemistry A,journal
S4306463667,,"[]",Nomos Verlagsgesellschaft mbH & Co. KG eBooks,ebook platform
S123064408,"0065-2318","[""0065-2318"", ""2162-5530""]",Advances in carbohydrate chemistry and biochemistry,book series
S117125115,"1351-5993","[""1351-5993"", ""1468-0386""]",European Law Journal,journal
S4210223628,"0085-140X","[""0085-140X"", ""2197-4195""]",Handbuch der Physik,book series
S2736409588,"2053-9517","[""2053-9517""]",Big Data & Society,journal
S44433209,"0094-582X","[""0094-582X"", ""1552-678X""]",Latin American Perspectives,journal
S4210201953,"0554-0739","[""0554-0739"", ""2153-8379""]",Philosophical Studies,journal
S146294059,"0016-5751","[""0016-5751"", ""1438-8804"", ""2199-6989""]",Geburtshilfe und Frauenheilkunde,journal
S125980181,"0346-1238","[""0346-1238"", ""1651-2030""]",Scandinavian Actuarial Journal,journal
S172137629,"0531-5131","[""0531-5131"", ""1873-6157""]",International Congress Series,journal
S4210195987,"0924-4670","[""0924-4670"", ""2215-0358""]",Studies in natural language and linguistic theory,book series
S111457979,"0250-8052","[""0250-8052"", ""1365-2338""]",EPPO Bulletin,journal
S104442948,"0973-7707","[""0973-7707"", ""2231-3796""]",Indian Journal of Otolaryngology and Head & Neck Surgery,journal
S2764799362,"1857-7431","[""1857-7431"", ""1857-7881""]",European Scientific Journal ESJ,journal
S4210192383,"0021-8871","[""0021-8871"", ""1934-998X""]",Journal of Applied Chemistry,journal
S155963401,"1354-5078","[""1345-5078"", ""1469-8129"", ""1354-5078""]",Nations and Nationalism,journal
S27339233,"1867-0202","[""1867-0202"", ""2363-7005""]",Business & Information Systems Engineering,journal
S4210199869,"1618-3169","[""1618-3169"", ""2190-5142""]",Experimental Psychology (formerly Zeitschrift für Experimentelle Psychologie),journal
S942037226,"0007-6791","[""0007-6791"", ""1743-7938""]",Business History,journal
S16390937,"0340-1804","[""0340-1804"", ""2366-0325""]",Zeitschrift für Soziologie,journal
S169672611,"0022-216X","[""0022-216X"", ""1469-767X""]",Journal of Latin American Studies,journal
S13624874,"0898-2112","[""0898-2112"", ""1532-4222""]",Quality Engineering,journal
S160669930,"0022-4995","[""0022-4995"", ""1568-5209""]",Journal of the Economic and Social History of the Orient,journal
S29531581,"0323-7648","[""0323-7648"", ""1521-4044""]",Acta Polymerica,journal
S205585476,"0261-3050","[""0261-3050"", ""1470-9856""]",Bulletin of Latin American Research,journal
S4210206495,"0168-6577","[""0168-6577"", ""1572-9885""]",European Journal of Population / Revue européenne de Démographie,journal
S34011028,"1747-9991","[""1747-9991""]",Philosophy Compass,journal
S167708079,"0933-5137","[""0933-5137"", ""1521-4052""]",Materialwissenschaft und Werkstofftechnik,journal
S2506067282,"2352-7110","[""2352-7110""]",SoftwareX,journal
S13096939,"1388-1957","[""1388-1957"", ""1572-8439""]",Ethics and Information Technology,journal
S102059668,"1473-3277","[""1473-3277"", ""1473-3285""]",Children s Geographies,journal
S150411170,"1477-7517","[""1477-7517""]",Harm Reduction Journal,journal
S198798526,"0022-5010","[""0022-5010"", ""1573-0387""]",Journal of the History of Biology,journal
S43468181,"1042-346X","[""1042-346X"", ""1938-1387""]",Journal of Laser Applications,journal
S20082545,"1089-2699","[""1089-2699"", ""1930-7802""]",Group Dynamics Theory Research and Practice,journal
S6013065,"1385-3457","[""1385-3457"", ""1572-963X""]",Journal of Management & Governance,journal
S4210207671,"0044-2208","[""0044-2208""]",Zeitschrift für allgemeine Mikrobiologie,journal
S64143016,"1351-0487","[""1351-0487"", ""1467-8675""]",Constellations,journal
S99990550,"0168-7034","[""0168-7034"", ""1573-0700""]",Journal of Consumer Policy,journal
S74845278,"0022-4529","[""0022-4529"", ""1527-1897""]",Journal of Social History,journal
S125270255,"0022-2801","[""0022-2801"", ""1537-5358""]",The Journal of Modern History,journal
S13812875,"0025-5858","[""0025-5858"", ""1865-8784""]",Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg,journal
S23604231,"1043-9463","[""1043-9463"", ""1477-2728""]",Policing & Society,journal
S73121659,"1574-0137","[""1574-0137"", ""1876-7745""]",Computer Science Review,journal
S4210186057,"0134-0719","[""0134-0719"", ""2064-2857""]",Journal of Radioanalytical Chemistry,journal
S113281486,"1470-8914","[""1470-8914"", ""1476-9336""]",Contemporary Political Theory,journal
S4210234670,"2522-5820","[""2522-5820""]",Nature Reviews Physics,journal
S82316188,"1351-847X","[""1351-847X"", ""1466-4364""]",European Journal of Finance,journal
S170408770,"0925-4994","[""0925-4994"", ""1573-0751""]",Crime Law and Social Change,journal
S4210190517,"0951-5666","[""0951-5666"", ""1435-5655""]",AI & Society,journal
S56897809,"0042-6032","[""0042-6032"", ""1570-0720""]",Vigiliae Christianae,journal
S3127539,"0037-6779","[""0037-6779"", ""2325-7784""]",Slavic Review,journal
S982342581,"0935-4956","[""0935-4956"", ""1432-0754""]",The Astronomy and Astrophysics Review,journal
S134482011,"1878-0016","[""1878-0016"", ""1755-5817""]",CIRP journal of manufacturing science and technology,journal
S54913114,"1541-132X","[""1541-132X"", ""1541-1338""]",Review of Policy Research,journal
S20737860,"1465-0045","[""1465-0045"", ""1557-3028""]",Geopolitics,journal
S4210219751,"2474-9567","[""2474-9567""]",Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,journal
S129275725,"0897-6546","[""0897-6546"", ""1747-4469""]",Law & Social Inquiry,journal
S4210187899,"2198-4182","[""2198-4182"", ""2198-4190""]","Studies in systems, decision and control",book series
S115783906,"1352-7258","[""1352-7258"", ""1470-3610""]",International Journal of Heritage Studies,journal
S88020226,"0007-6805","[""0007-6805"", ""2044-768X""]",The Business History Review,journal
S34110867,"0143-6503","[""0143-6503"", ""1464-3820""]",Oxford Journal of Legal Studies,journal
S202622065,"0014-1828","[""0014-1828"", ""2160-3510""]",Ethnology,journal
S4210206848,"0026-1114","[""0026-1114"", ""2374-9512""]",Meteoritics,journal
S4210170306,"0028-7113","[""0028-7113"", ""2164-0947""]",Transactions of the New York Academy of Sciences,journal
S117099692,"0017-8160","[""0017-8160"", ""1475-4517""]",Harvard Theological Review,journal
S84847770,"0011-3840","[""0011-3840"", ""1535-6337""]",Current Problems in Surgery,journal
S4210184657,"2077-1444","[""2077-1444""]",Religions,journal
S43131466,"0014-1844","[""0014-1844"", ""1469-588X""]",Ethnos,journal
S56404657,"0018-098X","[""0018-098X"", ""1553-5622""]",Hesperia The Journal of the American School of Classical Studies at Athens,journal
S73612404,"1072-4745","[""1072-4745"", ""1468-2893""]",Social Politics International Studies in Gender State & Society,journal
S17004734,"1471-0358","[""1471-0358"", ""1471-0366""]",Journal of Agrarian Change,journal
S96897161,"0003-9756","[""0003-9756"", ""1474-0583""]",European Journal of Sociology,journal
S46576051,"1354-8565","[""1354-8565"", ""1748-7382""]",Convergence The International Journal of Research into New Media Technologies,journal
S4210205831,"0506-7286","[""0506-7286""]",Verfassung in Recht und Übersee,journal
S70609798,"0736-9735","[""0736-9735"", ""1939-1331""]",Psychoanalytic Psychology,journal
S186178718,"0300-8630","[""0300-8630"", ""1439-3824""]",Klinische Pädiatrie,journal
S13692971,"1212-1800","[""1212-1800"", ""1805-9317""]",Czech Journal of Food Sciences,journal
S127305097,"0041-0020","[""0041-0020"", ""1478-341X""]",Town Planning Review,journal
S2765002792,"2322-5939","[""2322-5939""]",International Journal of Health Policy and Management,journal
S4210189320,"0048-5950","[""0048-5950"", ""1747-7107""]",Publius The Journal of Federalism,journal
S126531881,"1462-4745","[""1462-4745"", ""1741-3095""]",Punishment & Society,journal
