"item_id_citing","item_id_cited","citing_pubyear","ref_seq_nr","ref_pubyear","ref_item_title","ref_source_title","ref_authors","ref_volume","scopus_ref_issue","ref_pages","ref_doi","wos_ref_article_number","scopus_ref_text","scopus_ref_fulltext","wos_citation_context","ref_pubyear_regexp"
"2-s2.0-0036332580","2-s2.0-0344839252",2002,78804098,,,,,,,,,,"Judgment of 10 June 1981, Landgericht [LG], München, 1982 Zeitschrift für Zivilprozess [ZZP] 362, at 363 (holding that the provisions of the Code of Civil Procedure (Zivilprozessordnung [ZPO] vom 30. Januar 1877, in der Neufassung vom 12. September 1950, BGBl I S 533) apply only to the extent that the Hague Evidence Convention does not require a different result)","See Amicus Brief for the Republic of France and Amicus Brief for the Federal Republic of Germany, as cited in Aérospatiale, above n 107 [482 US 522 (1987)] at 522. See also e.g., Corning Glass Works v International Telephone and Telegraph Corp, Civil Case No 76-0144 (WD Va filed 14 July 1976), Judgment of 27 November 1980, Oberlandesgericht [OLG], München, 1981 Juristenzeitung [JZ] 538, reprinted in 20 ILM 1025 (1981) at 1036-37; also Judgment of 10 June 1981, Landgericht [LG], München, 1982 Zeitschrift für Zivilprozess [ZZP] 362, at 363 (holding that the provisions of the Code of Civil Procedure (Zivilprozessordnung [ZPO] vom 30. Januar 1877, in der Neufassung vom 12. September 1950, BGBl I S 533) apply only to the extent that the Hague Evidence Convention does not require a different result).",,
"2-s2.0-0037286463","2-s2.0-0013327367",2003,55484876,2000,Maximen des betreuerhandelns und die beendigung lebenserhaltender eingriffe,Juristenzeitung,"{""Fröschle, T.""}",H2,,"72-80",,,,Fröschle T. Maximen des Betreuerhandelns und die Beendigung lebenserhaltender Eingriffe. Juristenzeitung 2000; H2: 72-80,,
"2-s2.0-0141889480","2-s2.0-25544432591",2003,11,1998,Tierschutz in das Grundgesetz?,Juristenzeitung,"{""Kloepfer, M."",""Rossi, M.""}",,,"369ff",,,,"KLOEPFER, M., ROSSI, M. (1998): Tierschutz in das Grundgesetz?, Juristenzeitung, S.369ff.",,
"2-s2.0-0141922692","2-s2.0-0141913140",2003,10,2003,Das Ende des NPD-Verbotsverfahrens. Prozessentscheidung versus Sachentscheidung,JuristenZeitung,"{""Ipsen, J.""}","58",,"485-490",,,,"Ipsen, Jörn, 2003: Das Ende des NPD-Verbotsverfahrens. Prozessentscheidung versus Sachentscheidung, in: JuristenZeitung 58, 485-490.",,
"2-s2.0-27144487240","2-s2.0-84856663242",1997,4,1994,Der neue Tatbestand der Geldwäsche (§ 261 StGB),Juristenzeitung,"{""Lampe, E.-J.""}","49",,"125",,,,"E.-J. Lampe, Der neue Tatbestand der Geldwäsche (§ 261 StGB), 49 Juristenzeitung (1994) pp. 125 et seq.;",,
"2-s2.0-34548434812","2-s2.0-34548421908",2006,10,1902,Strafrecht und Psychologie [Penal law and psychology],Deutsche Juristenzeitung,"{""Von Liszt, F.""}","7",,"16-19",,,,"von Liszt, F. (1902). Strafrecht und Psychologie [Penal law and psychology]. Deutsche Juristenzeitung, 7, 16 19.",,
"2-s2.0-35748938763","2-s2.0-84888684520",2007,60,,,,,,,,,,"also criticism by J. Vogel Abschaffung der Auslieferung? Kritische Anmerkungen zur Reform des Auslieferungsrechts in der Europäischen Union', 19 JuristenZeitung (2001) pp. 937-988.","also criticism by J. Vogel Abschaffung der Auslieferung? Kritische Anmerkungen zur Reform des Auslieferungsrechts in der Europäischen Union', 19 JuristenZeitung (2001) pp. 937-988.",,
"2-s2.0-35748938763","2-s2.0-84888757381",2007,84,,,,,,,,,,"as well as J. Vogel, 'Europäischer Haftbefehl und deutsches Verfassungsrecht', 60 JuristenZeitung (2005) pp. 801-852","as well as J. Vogel, 'Europäischer Haftbefehl und deutsches Verfassungsrecht', 60 JuristenZeitung (2005) pp. 801-852",,
"2-s2.0-38149018654","2-s2.0-38149056272",2007,17,1969,Positivismus als juristische Strategie,Juristenzeitung,"{""Franssen, E.""}","24",,"766-775",,,,Franssen E. 1969. Positivismus als juristische Strategie. Juristenzeitung 24:766-75,,
"2-s2.0-38149018654","2-s2.0-38149079603",2007,59,1958,Vom Grund des Grundgesetzes,Juristenzeitung,"{""Ridder, H.""}","13",,"323",,,,Ridder H. 1958. Vom Grund des Grundgesetzes. Juristenzeitung 13:323,,
"2-s2.0-44649165094","2-s2.0-44649083604",2008,21,,,,,,,,,,"According to E. Hilgendorf, 'Folter im Rechtsstaat?', 59 Juristenzeitung (hereinafter 'JZ) (2004) 331, at 334 with fn. 30 the term was coined by M. Vec in Frankfurter Allgemeine Zeitung (4 March 2003) 38","According to E. Hilgendorf, 'Folter im Rechtsstaat?', 59 Juristenzeitung (hereinafter 'JZ) (2004) 331, at 334 with fn. 30 the term was coined by M. Vec in Frankfurter Allgemeine Zeitung (4 March 2003) 38",,
"2-s2.0-51349155245","2-s2.0-51349133224",2007,3,2005,,"Bogdandy, Armin von",,,,"529-540",,,"Konstitutionalisierung des europäischen öffentlichen Rechts in der europäischen Republik, Juristenzeitung 60","Bogdandy, Armin von, 2005: Konstitutionalisierung des europäischen öffentlichen Rechts in der europäischen Republik, in: Juristenzeitung 60, 529-540.",,
"2-s2.0-58849093200","2-s2.0-58849100260",2009,4,,,,,,,,,,"I was in good company; see the discussion in Ulrich Häde, Zur Föderalismusreform in Deutschland [On the Federalism Reform in Germany], JURISTENZEITUNG [JZ] 930, 932 (2006).","I was in good company; see the discussion in Ulrich Häde, Zur Föderalismusreform in Deutschland [On the Federalism Reform in Germany], JURISTENZEITUNG [JZ] 930, 932 (2006).",,
"2-s2.0-60149104392","2-s2.0-60149107626",2008,115,1995,Wege zu europäisch-einheitlichen Regelungen im Allgemeinen Teil des Strafrechts,Juristenzeitung,"{""Vogel, J.""}","331",,"339",,,at,"J. Vogel, 'Wege zu europäisch-einheitlichen Regelungen im Allgemeinen Teil des Strafrechts', Juristenzeitung (1995) 331, at 339.",,
"2-s2.0-70450184339","2-s2.0-30744458057",2009,32,1946,,Gesetzliches Unrecht und Übergesetzliches Recht,"{""Radbruch, G.""}","2003",,"211-219",,,"Süddeutsche Juristenzeitung, No 1. Republished in Gustav RadbruchRechtsphilosophie, Heidelberg: C.F. Müller","Radbruch, Gustav (1946), 'Gesetzliches Unrecht und übergesetzliches Recht', Sü ddeutsche Juristenzeitung, No.1. Republished in Gustav Radbruch, Rechtsphilosophie, Heidelberg: C.F. Müller, 2003, pp. 211-219.",,
"2-s2.0-72449143843","2-s2.0-84881677682",2009,293,1964,Seriositätsindizien: Rechtsvergleichende Bemerkungen zur Scheidung verbindlicher Geschäfte von unverbindlichen,Juristenzeitung,"{""Zweigert, K.""}","19",,"349-354",,,JZ,"Zweigert, Konrad. 1964. Seriositätsindizien: Rechtsvergleichende Bemerkungen zur Scheidung verbindlicher Geschäfte von unverbindlichen. Juristenzeitung [JZ] 19: 349-354.",,
"2-s2.0-72449143843","2-s2.0-0005970132",2009,411,1974,Verfügungen über Teile des menschlichen Körpers,Juristenzeitung,"{""Forkel, H.""}","29",,"593-599",,,JZ,"Forkel, Hans. 1974. Verfügungen über Teile des menschlichen Körpers. Juristenzeitung [JZ] 29: 593-599.",,
"2-s2.0-72449143843","2-s2.0-84919860861",2009,428,1968,Zur Rechtsprechung beim sog,Juristenzeitung,"{""Müller-Freienfels, W.""}","23",,"441-449",,,JZ,"Müller-Freienfels, Wolfram. 1968. Zur Rechtsprechung beim sog. ""Mätressen-Testament."" Juristenzeitung [JZ] 23: 441-449.",,
"2-s2.0-72449143843","2-s2.0-84919847116",2009,438,1983,"Unentgeltliches Wohnen nach geltendem Recht ist Leihe, nicht Schenkung-Dogmengeschichtliches zu BGHZ 82, 354",Juristenzeitung,"{""Slapnicar, K.""}","38",,"325-331",,,JZ,"Slapnicar, Klaus. 1983. Unentgeltliches Wohnen nach geltendem Recht ist Leihe, nicht Schenkung-Dogmengeschichtliches zu BGHZ 82, 354. Juristenzeitung [JZ] 38: 325-331.",,
"2-s2.0-72449143843","2-s2.0-0005970132",2009,846,1974,Verfügungen über Teile des menschlichen Körpers,Juristenzeitung,"{""Forkel, H.""}","29",,"593-599",,,JZ,"Forkel, Hans. 1974. Verfügungen über Teile des menschlichen Körpers. Juristenzeitung [JZ] 29: 593-599.",,
"2-s2.0-72449143843","2-s2.0-84919860861",2009,1071,1968,Zur Rechtsprechung beim sog,Juristenzeitung,"{""Müller-Freienfels, W.""}","23",,"441-449",,,JZ,"Müller-Freienfels, Wolfram. 1968. Zur Rechtsprechung beim sog. ""Mätressen-Testament."" Juristenzeitung [JZ] 23: 441-449.",,
"2-s2.0-72449143843","2-s2.0-84919847116",2009,1198,1983,"Unentgeltliches Wohnen nach geltendem Recht ist Leihe, nicht Schenkung-Dogmengeschichtliches zu BGHZ 82, 354",Juristenzeitung,"{""Slapnicar, K.""}","38",,"325-331",,,JZ,"Slapnicar, Klaus. 1983. Unentgeltliches Wohnen nach geltendem Recht ist Leihe, nicht Schenkung-Dogmengeschichtliches zu BGHZ 82, 354. Juristenzeitung [JZ] 38: 325-331.",,
"2-s2.0-72449143843","2-s2.0-84881677682",2009,1285,1964,Seriositätsindizien: Rechtsvergleichende Bemerkungen zur Scheidung verbindlicher Geschäfte von unverbindlichen,Juristenzeitung,"{""Zweigert, K.""}","19",,"349-354",,,JZ,"Zweigert, Konrad. 1964. Seriositätsindizien: Rechtsvergleichende Bemerkungen zur Scheidung verbindlicher Geschäfte von unverbindlichen. Juristenzeitung [JZ] 19: 349-354.",,
"2-s2.0-74849094241","2-s2.0-33751576776",2009,18,2002,Souveränität - Verteidigung eines Rechtsbegriffs,Juristenzeitung,{Hillgruber},"57",,"1073",,,"1072, at","Hillgruber, 'Souveränität - Verteidigung eines Rechtsbegriffs', 57 Juristenzeitung (2002) 1072, at 1073.",,
"2-s2.0-76649129850","2-s2.0-85008624732",2009,7,2008,"Parlamentarisches Budgetrecht und Haushaltsuntreue in Zeiten""Neuer Steuerungsmodelle""",Juristenzeitung,"{""Von Selle, D.""}",,,"178-186",,,,"Dirk von Selle: Parlamentarisches Budgetrecht und Haushaltsuntreue in Zeiten""Neuer Steuerungsmodelle"", in: Juristenzeitung, 2008, S. 178-186.",,
"2-s2.0-0033473802","2-s2.0-0009170668",1999,10,1990,Die deutschen bundesländer in der EG,Juristenzeitung,"{""Hailbronner, K.""}","45","2","149-158",,,,"Hailbronner, K. (1990) 'Die deutschen Bundesländer in der EG'. Juristenzeitung, Vol. 45, No. 2, pp. 149-58.",,
"2-s2.0-0034578556","2-s2.0-0007591015",2000,16,1990,Zur innerstaatlichen Wirkung von Umwelt-Richtlinien der EWG,Wirtschaft und Verwaltung,"{""Krämer, L.""}",,,"138",,,,"Joined Cases C-6/90 and C-9/90 Andrea Francovich and Others v Italy [1991] ECR I-5357, para 40 et seq; Joined Cases C-178/94, C-179/94, C-188/94, C-189/94 and C-190/94 Erich Dillenkofer and Others v Germany [1996] ECR I-4845, para 30 et seq; see also L. Krämer, 'Zur innerstaatlichen Wirkung von Umwelt-Richtlinien der EWG', Wirtschaft und Verwaltung, (1990) 138 at 144; A. Furrer and A. Epiney, 'Staatliche Haftung für quantifizierbare Wettbewerbsnachteile aus nicht umgesetzten Richtlinien',Juristenzeitung (1995) 1025 at 1032; R. Pitschas and J. Lessner, 'Anmerkung', Deutsches Verwaltungsblatt (1999) 226.",,
"2-s2.0-0034578556","2-s2.0-0007487423",2000,17,1995,Staatliche Haftung für quantifizierbare Wettbewerbsnachteile aus nicht umgesetzten Richtlinien,Juristenzeitung,"{""Furrer, A."",""Epiney, A.""}",,,"1025",,,,"Joined Cases C-6/90 and C-9/90 Andrea Francovich and Others v Italy [1991] ECR I-5357, para 40 et seq; Joined Cases C-178/94, C-179/94, C-188/94, C-189/94 and C-190/94 Erich Dillenkofer and Others v Germany [1996] ECR I-4845, para 30 et seq; see also L. Krämer, 'Zur innerstaatlichen Wirkung von Umwelt-Richtlinien der EWG', Wirtschaft und Verwaltung, (1990) 138 at 144; A. Furrer and A. Epiney, 'Staatliche Haftung für quantifizierbare Wettbewerbsnachteile aus nicht umgesetzten Richtlinien',Juristenzeitung (1995) 1025 at 1032; R. Pitschas and J. Lessner, 'Anmerkung', Deutsches Verwaltungsblatt (1999) 226.",,
"2-s2.0-0034578556","2-s2.0-0007487596",2000,18,1999,Anmerkung,Deutsches Verwaltungsblatt,"{""Pitschas, R."",""Lessner, J.""}",,,"226",,,,"Joined Cases C-6/90 and C-9/90 Andrea Francovich and Others v Italy [1991] ECR I-5357, para 40 et seq; Joined Cases C-178/94, C-179/94, C-188/94, C-189/94 and C-190/94 Erich Dillenkofer and Others v Germany [1996] ECR I-4845, para 30 et seq; see also L. Krämer, 'Zur innerstaatlichen Wirkung von Umwelt-Richtlinien der EWG', Wirtschaft und Verwaltung, (1990) 138 at 144; A. Furrer and A. Epiney, 'Staatliche Haftung für quantifizierbare Wettbewerbsnachteile aus nicht umgesetzten Richtlinien',Juristenzeitung (1995) 1025 at 1032; R. Pitschas and J. Lessner, 'Anmerkung', Deutsches Verwaltungsblatt (1999) 226.",,
"2-s2.0-0034578556","2-s2.0-6044244316",2000,149,1993,Änderungen im europäischen Rechtsschutzsystem,Juristenzeitung,"{""Middeke, A."",""Szczekalla, P.""}",,,"284",,,,"See A. Middeke and P. Szczekalla, 'Änderungen im europäischen Rechtsschutzsystem', Juristenzeitung (1993) 284 at 287.",,
"2-s2.0-14944368610","2-s2.0-4544347999",2005,122445030,2003,Vormundschaftsgerichtliche Sterbeherrschaft,Juristenzeitung,"{""Höfling, W."",""Rixen, S.""}","58",,"884 - 894",,,,"Höfling W, Rixen S (2003) Vormundschaftsgerichtliche Sterbeherrschaft. Juristenzeitung 58:884 - 894",,
"2-s2.0-44449164442","2-s2.0-44449121649",2008,15,2001,"Internationales Verfassungsrecht', 56",Juristenzeitung,{Uerpmann},,,"565",,,,"Uerpmann, 'Internationales Verfassungsrecht', 56 Juristenzeitung (2001) 565",,
"2-s2.0-0034875594","2-s2.0-84919539998",2001,32253011,1995,,Die Europäisierung des Allgemeinen Verwaltungsrechts,"{""Schoch, F.""}",,,"109ss",,,Juristenzeitung,"On this cf only F. Schoch, Die Europäisierung des Allgemeinen Verwaltungsrechts (Juristenzeitung, 1995) 109 ss; D.H. Scheuing, Europarechtliche Impulse für innovative Ansätze im deutschen Verwaltungsrecht in W. Hoffmann-Riem and E. Schmidt Aßmann (eds), Innovation and Flexibilität des Verwaltungshandelns (Baden-Baden, 1994) p 289 ss.",,
"2-s2.0-0034875594","2-s2.0-5944240426",2001,32253012,1994,Europarechtliche Impulse für innovative Ansätze im deutschen Verwaltungsrecht,Innovation and Flexibilität des Verwaltungshandelns,"{""Scheuing, D.H.""}",,,"289ss",,,"W. Hoffmann-Riem and E. Schmidt Aßmann (eds), Baden-Baden","On this cf only F. Schoch, Die Europäisierung des Allgemeinen Verwaltungsrechts (Juristenzeitung, 1995) 109 ss; D.H. Scheuing, Europarechtliche Impulse für innovative Ansätze im deutschen Verwaltungsrecht in W. Hoffmann-Riem and E. Schmidt Aßmann (eds), Innovation and Flexibilität des Verwaltungshandelns (Baden-Baden, 1994) p 289 ss.",,
"2-s2.0-0035643255","2-s2.0-0038905682",2001,328,1998,Der rechtsschutz gegen europol,Juristenzeitung,"{""Abr Frowein, J."",""Krisch, N.""}","19",,"589",,,,"Case T-610/97 R, Carlsen v. Council, 1998 ECR II-485, 505; Dyrberg, supra note 184, at 164, 166. In the area of ""justice and home affairs,"" which was marked by endemic secrecy, the Council decided to make public a register of all unclassified documents. EC Justice and Home Affairs Council, Press Release 1998-03-26-6889/98 (Mar. 19, 1998); see Jochen Abr. Frowein & Nico Krisch, Der Rechtsschutz gegen Europol, 19 JURISTENZEITUNG 589 (1998). EU policies on border crossing and movement of people generally have been criticized as reducing standards on the rule of law in part because of the secrecy, restrictions on the competence of the Court of Justice, and the lack of accountability in determining refugee status. H. MEIJERS ET AL., DEMOCRACY, MIGRANTS AND POLICE IN THE EUROPEAN UNION (1997).",,
"2-s2.0-0035643255","2-s2.0-0038905667",2001,329,1997,,"Democracy, Migrants and Police in the European Union","{""Meijers, H.""}",,,,,,,"Case T-610/97 R, Carlsen v. Council, 1998 ECR II-485, 505; Dyrberg, supra note 184, at 164, 166. In the area of ""justice and home affairs,"" which was marked by endemic secrecy, the Council decided to make public a register of all unclassified documents. EC Justice and Home Affairs Council, Press Release 1998-03-26-6889/98 (Mar. 19, 1998); see Jochen Abr. Frowein & Nico Krisch, Der Rechtsschutz gegen Europol, 19 JURISTENZEITUNG 589 (1998). EU policies on border crossing and movement of people generally have been criticized as reducing standards on the rule of law in part because of the secrecy, restrictions on the competence of the Court of Justice, and the lack of accountability in determining refugee status. H. MEIJERS ET AL., DEMOCRACY, MIGRANTS AND POLICE IN THE EUROPEAN UNION (1997).",,
"2-s2.0-23044518972","2-s2.0-24044465786",2000,6,1993,Randomization as a legal principle,Juristenzeitung,"{""Depenheuer, O.""}","4",,"171-180",,,,"Depenheuer, O. (1993). Zufall als Rechtsprinzip. Der Losentscheid im Rechtsstaat [Randomization as a legal principle]. Juristenzeitung, 4, 171-180.",,
"2-s2.0-23944460804","2-s2.0-33645386929",2005,138944044,1983,,Juristenzeitung,,,,"450",,,,"Juristenzeitung 1983, p. 450.",,
"2-s2.0-33645569192","2-s2.0-85023041097",2002,120,2000,,Dethloff JZ (Juristenzeitung),,"179","182",,,,,"Dethloff JZ (Juristenzeitung) (2000), 179 (182).",,
"2-s2.0-33645569192","2-s2.0-85023045941",2002,176,2000,,Dethloff JZ (Juristenzeitung),,"179","182",,,,emphasises this point,"Dethloff JZ (Juristenzeitung) (2000), 179 (182) emphasises this point.",,
"2-s2.0-33645569192","2-s2.0-85023018516",2002,190,2000,,JZ (Juristenzeitung),{Dethloff},"179","183",,,,,"Dethloff JZ (Juristenzeitung) (2000), 179 (183).",,
"2-s2.0-33645569192","2-s2.0-85023124978",2002,195,2000,,JZ (Juristenzeitung),{Dethloff},"179","180",,,,,"Dethloff JZ (Juristenzeitung) (2000), 179 (180).",,
"2-s2.0-33645851353","2-s2.0-29144434679",2006,36,1979,Die Tätigkeit der Syndikusanwälte im Unternehmen und ihre Zusammenarbeit mit frei praktizierenden Anwälten,Juristenzeitung,"{""Kolvenbach, W.""}","34",,"458-462",,,,Kolvenbach W. Die Tätigkeit der Syndikusanwälte im Unternehmen und ihre Zusammenarbeit mit frei praktizierenden Anwälten. Juristenzeitung 34 (1979) 458-462,,
"2-s2.0-33745157156","2-s2.0-0344821524",2006,9,2003,Forschung mit Kindern,Juristenzeitung,"{""Taupitz, J.""}","58",,"109-118",,,,Taupitz J (2003) Forschung mit Kindern. Juristenzeitung 58: 109-118,,
"2-s2.0-33746427177","2-s2.0-84858915404",2005,11,2000,Delimitation of competences in European multilevel constitutionalism,Juristenzeitung,"{""Pernice, I.""}","55","18","876",,,See 866,"See Ingolf Pernice, Kompetenzabgrenzung im Europäischen Verfassungsverbund [Delimitation of competences in European multilevel constitutionalism], 55/18 Juristenzeitung 866, 876 (2000).",,
"2-s2.0-33746427177","2-s2.0-84858924447",2005,21,2004,Vertical distribution of competences and subsidiarty in the convention draft for a European constitution,Juristenzeitung,"{""Schröder, M.""}","59","1","8",,,see also,"see also Meinhard Schröder, Vertikale Kompetenzverteilung und Subsidiarität im Konventsentwurf für eine europäische Verfassung [Vertical distribution of competences and subsidiarty in the convention draft for a European constitution], 59/1 Juristenzeitung 8 (2004).",,
"2-s2.0-33746427177","2-s2.0-33746449600",2005,27,2003,Fundamental rights and basic values in Europe,Juristenzeitung,"{""Bross, S.""}","58","9","431",,,"See the judge-rapporteur for European law-related cases in the German Constitutional Court, 429","See the judge-rapporteur for European law-related cases in the German Constitutional Court, Siegfried Bross, Grundrechte und Grundwerte in Europa [Fundamental rights and basic values in Europe], 58/9 Juristenzeitung 429, 431 (2003).",,
"2-s2.0-33750227864","2-s2.0-37949007479",2006,26,2002,'Das Völkerstrafgesetzbuch',Juristenzeitung,"{""Werle, G."",""Jessberger, F.""}",,,"731",,,"In this respect, see in","In this respect, see G. Werle and F. Jessberger, 'Das Völkerstrafgesetzbuch' in Juristenzeitung (2002), at 731.",,
"2-s2.0-47849117229","2-s2.0-85075828101",2006,11,1995,Zur Situation der rechtswissenschaftlichen Forschung,Juristenzeitung,"{""Schmidt-Aßmann, E.""}","50",,"1",,,at 2.,"The term ""intra-disciplinary"" was coined by Eberhard Schmidt-Aßmann, Zur Situation der rechtswissenschaftlichen Forschung, 50 JURISTENZEITUNG 1 (1995), at 2.",,
"2-s2.0-52849091245","2-s2.0-52549121109",2000,141,1999,Der Fall Pinochet und das anwendbare Recht,Juristenzeitung,"{""Ambos, K.""}",,,"16",,,concurring,"See supra note 106 at section II. See also Kai Ambos, Der Fall Pinochet und das anwendbare Recht, Juristenzeitung 16 (1999) (concurring ).",,
"2-s2.0-56349093788","2-s2.0-56349083971",2008,47,2002,Die Eidesleistung vor Untersuchungsausschüssen des Deutschen Bundestages,Juristenzeitung,"{""Rixen, S.""}","57",,"435-441",,,,"Rixen, S., 2002: Die Eidesleistung vor Untersuchungsausschüssen des Deutschen Bundestages. Juristenzeitung 57: 435-441.",,
"2-s2.0-60950451204","2-s2.0-31044448249",2005,1,2000,Vom unbedingten Verbot der Folter zum bedingten Recht auf Folter?,Juristenzeitung,"{""Brugger, W.""}","18",,"165-173",,,Februar,"Siehe hierzu W. Brugger, Vom unbedingten Verbot der Folter zum bedingten Recht auf Folter? in: Juristenzeitung, 18. Februar 2000, S. 165-173. Diesem Text sind auch zahlreiche - insbesondere juristische - Literaturangaben zu entnehmen",,
