"citing_keyword","item_cnt"
"{Decadence,""Desert (philosophy)"",""Early Islamic Transition"",""Islamic art""}",1
"{Decalin,Ionization}",1
"{Decarbonylation,""Halogen Bonding"",Tellurium}",1
"{Decarboxylation,""Polyester Synthases""}",1
"{""Decay energy"",""Electronic Structure Calculations"",""Parity (physics)"",""Radioactive decay""}",1
{Decentralization},1
"{Decentralization,""European Integration"",Governance,Immigration,Institutionalization}",1
"{Decentralization,Ex-ante,""Shadow banking system""}",1
"{Decentralization,""Fiscal Decentralization"",""Public Sector Decentralisation""}",1
"{Decentralization,Inequality,""Intergovernmental Relations"",""Public Policy""}",1
"{Decentralization,Jacobin,""Public Sector Decentralisation""}",1
"{Decentralization,Privacy,""Procurement Contracts"",Security,Sustainability,""Table (database)""}",1
"{""Decent Work""}",1
"{Deception,Detection,Lying,Suspect}",1
"{""Decerebrate State"",""Deep Brain Stimulation"",Neuromodulation,Neuroradiology}",1
"{Deci-,Elaboration,""Legal Consciousness""}",1
"{Deci-,""Guard (computer science)"",""Sexual Orientation""}",1
"{Decision-making,""Decision Support"",""Healthcare Decision Making"",""Reward Processing"",""Time Discounting""}",1
"{Decision-making,Demographics,""Empirical research"",Jury,""Jury selection""}",1
"{Decision-making,Ergonomics,""Problem Structuring Methods""}",1
"{Decision-making,""Judicial interpretation"",Originalism,Settlor}",1
"{Decision-making,""Legal Interpretation""}",1
"{Decision-making,Litigation,""Plea Bargaining"",""Risk aversion (psychology)"",Self-justification}",1
"{Decision-making,""Observer (physics)"",""Social system""}",1
"{Decision-making,""Plea Bargaining"",Plea,""Position (finance)""}",1
"{Decision-making,""Probabilistic Learning"",""Sentencing guidelines""}",1
"{Decision-making,""Prospect Theory""}",1
"{Decision-making,""Psychometric Models""}",1
"{""Decision process"",Grandparenting,""Private information retrieval"",""Private pension""}",1
"{""Decision Trees"",""Machine Learning"",""Sequential Patterns""}",1
"{Declaration,Democracy,Jacobin}",1
"{Declaration,""democratic deficit"",Preamble,""Statement (logic)""}",1
"{Declaration,""Displaced person"",""Forced migration"",""Refugee Law"",""Scope (computer science)""}",1
"{Declaration,""European Integration"",""European Neighbourhood Policy"",Pledge,Prosperity}",1
"{Declaration,""Fair and Equitable Treatment"",""International Law"",Proposition,""Sovereign state"",""State Sovereignty""}",1
"{Declaration,""Human Rights"",""Linguistic rights""}",1
"{Declaration,Internationalism,""Marie curie"",""Peace treaty""}",1
"{Declaration,""Judicial interpretation"",Legislator,Litigation}",1
"{Declaration,Principate,Promulgation}",1
"{Declaration,Theology}",1
"{""Declaration of independence"",""Foreign Direct Investment"",""Independence (probability theory)"",Interim,""Investment (military)""}",1
"{Decoloniality,""Postcolonialism (international relations)"",Post-Colonialism}",1
"{Decolonization,Ethnicity,Immigration,Multiculturalism,""Social Boundaries""}",1
"{Decolonization,""Human Rights"",""Responsibility to Protect"",Sovereignty,""State Sovereignty""}",1
"{Decolonization,""Transnational Legal Pluralism""}",1
"{""Deconstruction (building)"",Directive,""Directive on Consumer Rights"",""Domestic market"",""EU Competition Law"",Sketch}",1
"{""Decorative arts"",""Fine art""}",1
"{""Decoupling (probability)"",""Divergence (linguistics)"",""Organizational Change"",""Sustainability Reporting""}",1
"{""Decoupling (probability)"",Hedge,""Liquidity Risk""}",1
{Decree},1
"{Decree,Dictator,Throne}",1
"{Decree,""Early modern period"",Glossary,Theology}",1
"{Decree,Emperor,""Liber Pontificalis"",Ninth,Reign}",1
"{Decree,Governor,Interdiction,""North African History""}",1
"{Decree,Hermeticism,Skepticism}",1
"{Decree,History}",1
"{Decree,""Letters of Credit""}",1
"{Decree,""Nomadic Societies""}",1
"{Decree,Reformation}",1
"{Decree,Reformation,Reverence}",1
"{Decree,Theology}",1
"{""Deep Brain Stimulation"",Neurodegeneration,""Parkinson's Disease"",""Spinal Surgery"",""Treatment-Resistant Depression""}",1
"{""Deep chlorophyll maximum"",""Diel vertical migration"",Eddy,Engraulis,""Fish Population Dynamics""}",1
"{""Deep integration"",""Regional integration"",""Regional trade"",""Trade Liberalization"",Vision}",1
"{""Deep Learning"",Detection,""Nonverbal Behavior"",""Profiling (computer programming)""}",1
"{""Deep Vein Thrombosis""}",1
"{""Deep Vein Thrombosis"",""Venous Thromboembolism""}",1
"{""Deep Web"",""Digital Forensics""}",1
"{""De facto""}",1
"{""De facto"",""Early Christianity"",Phenomenon,""Roman Empire""}",1
"{""De facto"",Montenegro,""Position (finance)"",Secession}",1
"{""De facto"",""Political Institutions"",Realm}",1
"{""De facto"",""Possession (linguistics)"",""Property Rights""}",1
"{""De facto"",""Principle of legality"",""Trade Policy""}",1
"{""De facto"",Theosophy}",1
{Defamation},1
"{Default,""Delay Discounting"",Endowment}",1
"{Default,""European debt crisis"",""Sovereign Debt Crisis""}",1
"{Default,""Personal property"",""Security interest""}",1
"{""Default Risk""}",1
"{""Defeasible estate"",""Legal Cultures"",""Legal formalism"",""Legal Methodology""}",1
"{""Defense Spending""}",1
"{""Deferred tax"",""Dividend Policy"",""Due diligence"",""Transfer Pricing""}",1
"{Deflagration,""Thermonuclear fusion"",""Type Ia Supernovae""}",1
{Defluoridation},1
"{""Deforestation (computer science)"",Directive,""Due diligence"",""Environmental Regulation""}",1
"{""Deforestation (computer science)"",Sustainability,""Theme (computing)""}",1
"{""Deformation bands"",""Deformation Mechanisms"",""Shear band"",""Shearing (physics)""}",1
"{""Deformation Mechanisms"",""Lattice (music)""}",1
"{""Deformation Mechanisms"",""Mechanical Properties"",""Metal Processing"",""Nanocrystalline Materials"",""Physical metallurgy"",""Powder metallurgy"",""Strain Hardening""}",1
"{""Deformation Mechanisms"",Microforming,""Texture (cosmology)""}",1
"{Deformations,Gradings,""Harmonic Analysis"",""Local Fields""}",1
"{""Degradation Mechanism""}",1
"{""Degradation (telecommunications)"",""Glutamine Transport""}",1
"{""Degradation (telecommunications)"",""Iron Oxides"",""Metallurgical Processes"",""Metal Recovery"",""Reduction Kinetics""}",1
"{""Degree (music)"",""Mechanical Properties"",Polypropylene,""Residence time distribution""}",1
{Dehydrogenation},1
"{Dehydrogenation,Hydrogenation}",1
"{Dehydrogenation,Hydrogenation,Hydrogenolysis,""Nitrogen atom"",Thio-}",1
"{Dehydrogenation,Hydrogenation,Tetrahydrofuran}",1
"{Deindustrialization,""Industrial Change"",Subversion}",1
{Deinstitutionalization},1
"{Deixis,""Greek Literature""}",1
"{Delegate,Institution,""Medieval Economic Thought""}",1
"{""Delegated authority"",""Primary authority"",""Separation of Powers""}",1
"{Delegation,""Diplomatic Engagement"",""Member state"",Secession,""Territorial integrity""}",1
"{Delegation,""International Law""}",1
"{Delegation,""Judicial discretion"",""Judicial independence"",""Judicial opinion"",Litigation}",1
"{Delegation,Phenomenon,""Transnational Legal Pluralism""}",1
"{Delegation,Reformation}",1
"{Deliberation,""European commission"",""Global Governance"",Legitimation}",1
"{Deliberation,Harmonization,Licensing}",1
"{Deliberation,History}",1
"{Deliberation,""Lay Participation""}",1
"{Deliberation,""Legal Consciousness"",""Legalism (Western philosophy)"",""Presentation (obstetrics)""}",1
"{Deliberation,""Legal History"",""Numerus clausus""}",1
"{Deliberation,""Political Philosophy""}",1
"{""Deliberative democracy"",Democracy,""Democratic deficit"",""Directive on Consumer Rights"",""Representation (politics)""}",1
"{""Deliberative democracy"",""European Integration"",Europeanisation,Institutionalization}",1
"{""Deliberative Democracy""}",1
"{""Deliberative Democracy"",Democracy,""Democratic Theory"",""Global governance"",Legitimation}",1
"{""Deliberative Democracy"",""Democratic Theory"",""Pluralism (philosophy)""}",1
"{""Deliberative Democracy"",""Digital Divide"",""Fragmentation (computing)"",""Media Framing"",Mediatization,""Political Participation""}",1
"{""Deliberative Democracy"",""Policy Formation"",""Political Participation"",""Voter Behavior""}",1
"{Delict,""European Private Law""}",1
"{Delict,""European Private Law"",""Private International Law""}",1
"{Delict,""Interpretable Models"",""Machine Learning Interpretability"",""Model Interpretability"",""Responsibility in AI"",""Visual Explanations""}",1
"{Delict,""Norm Conflicts""}",1
"{Delinquency,""Fear of Crime"",Gangs,""Social Structure""}",1
"{Delinquency,Persona}",1
"{""Delirium tremens"",Diabetes}",1
"{""Delirium tremens"",Sleep,Sleepwalking}",1
"{Deliverable,Mainstream,""Mass Customization"",""Production Ramp-Up""}",1
"{""Delusional Infestation"",Neurosyphilis,Syphilis}",1
"{""Demand Forecasting"",""Exponential smoothing"",Forecasting,Precinct,""Prediction Accuracy"",""Statistical Analysis"",""Statistical Modeling"",Univariate}",1
"{""Demand-side Policies"",""Enforcement Strategies"",""Policy Instruments""}",1
"{""Demand-side Policies"",""Green Procurement"",""Social Procurement"",""Sustainable Procurement""}",1
"{""Dementia praecox""}",1
"{Demise,Elite,Fifteenth,History,""Inheritance (genetic algorithm)""}",1
"{Demise,Federalist,""French Liberalism""}",1
"{Demise,""Institutional Change"",Institutionalization,""Political authority"",""Sovereign state""}",1
"{Demise,""LEVIATHAN (cipher)"",""Thomas Hobbes""}",1
"{Demise,""Manufacturing sector"",""Productivity Growth""}",1
"{""DEM Modelling"",""Gravimetric analysis"",""Measuring instrument"",""Optical density"",""Radiometric dating""}",1
"{Democracy,""democratic deficit"",""EU Integration"",""European Integration"",""European Legal Systems""}",1
"{Democracy,""democratic deficit"",""European Integration"",""European Legal Systems"",""Political Dynamics"",""Representation (politics)""}",1
"{Democracy,""democratic deficit"",Governance,""Member state"",""Political Dynamics"",Polity}",1
"{Democracy,""democratic deficit"",Governance,Plea,""Political Dynamics""}",1
"{Democracy,""Democratic deficit"",""Democratic legitimacy"",""Democratic Theory"",""Global Governance"",Legitimation}",1
"{Democracy,""Democratic legitimacy""}",1
"{Democracy,""Democratic Participation"",Democratization,""Political Participation""}",1
"{Democracy,Democratization,""Liberal democracy"",Militant,""Representative democracy""}",1
"{Democracy,Dictatorship,Institution,""Popular sovereignty""}",1
"{Democracy,Dignity,ECHR,""EU Integration"",""European Legal Systems"",""Human Rights""}",1
"{Democracy,""Direct democracy"",""Participatory democracy"",""Representative democracy""}",1
"{Democracy,""Discourse Analysis"",Power,""Structural Violence"",Subjectivity,""Symbolic power"",""The Symbolic""}",1
"{Democracy,""Dysfunctional family"",Militant}",1
"{Democracy,""Electoral Systems"",""Party Polarization"",""Policy Formation"",""Political Dynamics""}",1
"{Democracy,Elite,Militarism,""Prima facie""}",1
"{Democracy,Embeddedness,""Framing (construction)""}",1
"{Democracy,""Ethical Guidelines"",Pragmatism}",1
"{Democracy,Ethos,""Jacques Rancière""}",1
"{Democracy,Feudalism}",1
"{Democracy,Flourishing}",1
"{Democracy,""Freedom of expression"",""Fundamental Rights"",""Proportionality (law)""}",1
"{Democracy,""George (robot)"",""Policy Formation"",""Political Science"",""Public choice""}",1
"{Democracy,Governance,Institutionalization,""Multi-level governance"",""Political Dynamics""}",1
"{Democracy,Governance,""Political Dynamics""}",1
"{Democracy,Governance,""Political system"",Prudence}",1
"{Democracy,Greeks,""Political Philosophy"",Presupposition}",1
"{Democracy,Habermas,""Legal Semiotics"",""Political Rhetoric"",Rhetoric}",1
"{Democracy,Historiography}",1
"{Democracy,""Holy See""}",1
"{Democracy,""Human Rights"",Memory,Plurality,Recognition}",1
"{Democracy,Judgement}",1
"{Democracy,""Language change"",""Punishment (psychology)""}",1
"{Democracy,""Language change"",Rent-seeking}",1
"{Democracy,""Liberal democracy"",""Opposition (politics)""}",1
"{Democracy,""Participatory democracy""}",1
"{Democracy,Phenomenon}",1
"{Democracy,Phenomenon,""State of emergency"",""State of Exception""}",1
"{Democracy,""Popular sovereignty""}",1
"{Democracy,""Representation (politics)""}",1
"{Democracy,""Rule of law""}",1
"{Democracy,Technocracy}",1
"{Democracy,""Unity in diversity""}",1
"{Democracy,""Universal suffrage""}",1
"{""democratic deficit"",Deregulation,""Political Dynamics""}",1
"{""democratic deficit"",Digitalization,""Political Dynamics""}",1
"{""democratic deficit"",Governance,""Multi-level governance"",""Political Dynamics""}",1
"{""democratic deficit"",Institutionalization,""Political Dynamics""}",1
"{""democratic deficit"",""Maastricht Treaty""}",1
"{""Democratic deficit"",""European Legal Systems"",Mandate,""Position (finance)""}",1
"{""Democratic deficit"",""Position (finance)"",Protectionism,""Trade Liberalization"",""Trade Policy""}",1
"{""Democratic governance"",Governance,""Popular sovereignty"",""Rule of law""}",1
"{""Democratic legitimacy"",""Democratic Theory""}",1
"{""Democratic legitimacy"",Embeddedness,""Judicial Independence""}",1
"{""Democratic legitimacy"",""Global Governance""}",1
"{""Democratic legitimacy"",""normative power""}",1
"{""Democratic Theory"",""Distributive Justice"",Equality,""Human Rights"",""Rawlsian Justice""}",1
"{""Democratic Theory"",""Distributive Justice"",Ethics,Morality}",1
"{""Democratic Theory"",Elitism,Militant}",1
"{""Democratic Theory"",Equality,""Human Rights"",Multiculturalism,""Social Responsibility""}",1
"{""Democratic Theory"",""Inheritance (genetic algorithm)"",""Logical positivism"",Positivism}",1
"{""Democratic Theory"",Protectionism}",1
"{""Democratic Theory"",""Public space""}",1
"{""Democratic Theory"",""Representative democracy""}",1
"{""Democratic Theory"",Subsidiarity}",1
"{""Democratic Theory"",Universalization}",1
"{Democratization,""Political History""}",1
"{Democratization,""Relevance (law)""}",1
"{""Demographic change"",History,Unrest}",1
"{""Demographic statistics"",Mercantilism,""Official statistics""}",1
"{Demography,""Economic History""}",1
"{Demography,Ethnicity,Ethnography,Globalization,Post-Colonialism}",1
"{Demography,""Historical Texts""}",1
"{Demography,Prosopography}",1
"{Demon,Demonology,Kingdom,Peninsula,Rumor,Skepticism,Witch}",1
"{Demonology,""Early Modern Europe"",Fifteenth,Lust,Witch}",1
"{Demonology,Esotericism,Paganism,Sacrifice}",1
"{Demonology,Theology}",1
{Demyelination},1
"{Demyelination,Encephalomyelitis}",1
"{Demyelination,""Neuromyelitis Optica""}",1
"{""Dendrite (mathematics)"",""Diffusion-limited aggregation"",Exponent,""Microstructure Evolution""}",1
"{Denial,Ethics,Manifesto,Passions}",1
"{Denial,Europe}",1
"{Denial,Gentrification,Megalopolis,""Post-Socialist Urbanism"",""Public space"",Sociability}",1
"{Denial,Lawmaking,""Legal History""}",1
"{Denial,""Martin luther"",Theology}",1
"{Denial,""Social Attitudes"",Spouse,Trustworthiness}",1
"{Denial,Torture}",1
"{Density,""Refractive Indices"",""Rheology of Soft Materials"",""Thermodynamic Properties"",Viscosity}",1
"{""Dental Anxiety"",""Endoscopic Sedation"",Sedation}",1
"{""Dental Caries""}",1
"{""Dental Erosion""}",1
"{""Dental Imaging"",""Dental Implantology"",""Dental Materials"",""Dental Practice""}",1
"{""Dental Students"",Timeline}",1
"{Denunciation,Elite,Immorality,Injustice,""Medieval Society""}",1
"{Denunciation,""International Economic Law"",""International Law"",""Investment (military)"",""Settlement (finance)""}",1
"{Denunciation,""Online Behavior""}",1
"{""Deontic logic"",""Description Logics"",""Legal norm""}",1
"{""Deontic logic"",""Empirical research"",""Ethical Dilemmas""}",1
"{Deoxidization,""Induction furnace"",""Refining (metallurgy)"",""Slag (welding)"",""Solidification Modeling""}",1
"{""Dependability Engineering"",Guideline}",1
"{""Dependability Engineering"",Pace,""Scope (computer science)""}",1
"{""Dependency grammar"",""Dependency Parsing"",""Syntax-based Translation Models""}",1
